hoogte;1000;1200;1400;1600;1800;2000;2200;2400;2600;2800;3000;3200;3400;3600;3800;4000;4200;4400;4500
1000;777;811;843;877;910;943;975;1009;1042;1076;1108;1140;1175;1211;1241;1276;1310;1347;1379
1100;793;829;863;897;934;970;1004;1038;1075;1109;1143;1180;1215;1250;1286;1319;1354;1391;1424
1200;810;847;883;922;958;995;1031;1070;1107;1142;1181;1217;1255;1293;1328;1365;1403;1439;1475
1300;824;863;903;943;982;1021;1060;1098;1138;1176;1216;1254;1294;1335;1372;1437;1498;1559;1621
1400;843;883;926;967;1007;1046;1089;1131;1172;1214;1253;1295;1338;1401;1444;1481;1522;1580;1636
1500;860;903;944;989;1031;1073;1119;1160;1202;1247;1290;1330;1399;1444;1488;1528;1571;1612;1653
1600;875;920;966;1010;1057;1099;1144;1189;1234;1281;1326;1394;1440;1482;1529;1575;1618;1663;1705
1700;892;936;985;1031;1079;1124;1173;1220;1266;1313;1385;1432;1479;1526;1574;1620;1670;1718;1765
1800;909;958;1007;1057;1106;1155;1203;1252;1301;1373;1421;1469;1520;1568;1618;1669;1719;1769;1815
1900;926;976;1027;1078;1128;1180;1231;1281;1331;1409;1457;1509;1561;1612;1661;1709;1759;1812;1859
2000;940;994;1045;1099;1154;1205;1258;1311;1390;1442;1494;1547;1598;1651;1705;1757;1812;1865;1915
2100;958;1013;1066;1121;1176;1231;1285;1366;1420;1476;1530;1584;1639;1694;1748;1804;1860;1915;1968
2200;975;1031;1089;1144;1202;1258;1315;1397;1453;1511;1568;1625;1681;1739;1794;1851;1909;1965;2019
2300;990;1048;1109;1168;1227;1285;1367;1426;1484;1542;1604;1662;1723;1780;1838;1898;1958;2019;2076
2400;1008;1068;1128;1189;1249;1311;1396;1457;1518;1580;1639;1697;1759;1820;1881;1942;2004;2064;2123
2500;1022;1086;1149;1212;1273;1339;1422;1484;1550;1612;1677;1737;1801;1863;1924;1987;2050;2114;2173
2600;1041;1107;1171;1234;1299;1391;1453;1520;1583;1647;1710;1776;1843;1905;1972;1998;2095;2162;2224
2700;1058;1122;1190;1257;1323;1415;1480;1548;1616;1682;1747;1815;1881;1948;1979;2043;2110;2174;
2800;1074;1141;1211;1277;1370;1442;1509;1578;1646;1711;1784;1853;1921;1953;2024;2091;2161;;
2900;1089;1159;1230;1301;1397;1466;1536;1607;1679;1748;1818;1887;1960;1993;2067;2137;;;
3000;1106;1180;1252;1323;1420;1494;1567;1639;1709;1784;1858;1930;1967;2038;2110;2185;;;
3100;1121;1200;1273;1346;1444;1522;1598;1669;1741;1820;1897;1971;2042;2081;2154;;;;
3200;1139;1221;1295;1372;1466;1550;1630;1698;1773;1856;1938;2012;2085;2124;;;;;
